Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=13kH8_xaJ5_rf6jg7z3oJhs3KQrq_IN5l,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/13kH8_xaJ5_rf6jg7z3oJhs3KQrq_IN5l/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4278616,-49.2720742
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=13q8DVHxi3AgISE_otap_Bxn4OQD1cjLO,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/13q8DVHxi3AgISE_otap_Bxn4OQD1cjLO/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427845,-49.2720791
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=15CcHju2z4nQqng4tITFEv8KitxGLym5M,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/15CcHju2z4nQqng4tITFEv8KitxGLym5M/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4274112,-49.273939399999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=15NS_QNBYgg0lFAi4JJg8K1nlHxnvna4h,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/15NS_QNBYgg0lFAi4JJg8K1nlHxnvna4h/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4274104,-49.273974
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=15jODuxGv4CiOPen5hmSN6iWut8EmBcFI,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/15jODuxGv4CiOPen5hmSN6iWut8EmBcFI/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4274333,-49.273920499999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=15jPMFJWXj35wevTnFYHpSnZ2GgOaDfUU,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/15jPMFJWXj35wevTnFYHpSnZ2GgOaDfUU/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427387,-49.2738864
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=15l1mUjf32WreDGEKtK7MjgFKHHHOL9py,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/15l1mUjf32WreDGEKtK7MjgFKHHHOL9py/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427389100000003,-49.273889
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=15rzuR_MfJonKQqHvpyFhmk-dsDuvhJSM,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/15rzuR_MfJonKQqHvpyFhmk-dsDuvhJSM/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427428600000002,-49.273933
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=15t147LBg3e413v2HbdEf2RZNFiqBJ-UP,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/15t147LBg3e413v2HbdEf2RZNFiqBJ-UP/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4268348,-49.2737559
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16-0UV9X_3mCoext6UCJ10aUwbvZbO5OG,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16-0UV9X_3mCoext6UCJ10aUwbvZbO5OG/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.426957700000003,-49.2738343
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=160APDAhHOwXUUuYGkD8Y4pTYwf9Oa5wH,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/160APDAhHOwXUUuYGkD8Y4pTYwf9Oa5wH/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.426881700000003,-49.2737852
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=165msBXfD0RhGLgGbnTGIUaqNvHoAsP3K,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/165msBXfD0RhGLgGbnTGIUaqNvHoAsP3K/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427026,-49.2738913
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=168RN5lZ_3UMg7IU02mdaTR6hfYQiGbM6,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/168RN5lZ_3UMg7IU02mdaTR6hfYQiGbM6/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427065300000002,-49.273865199999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=169-3uiu5gMt8V5sX_4TJnQCIzuNHrhvA,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/169-3uiu5gMt8V5sX_4TJnQCIzuNHrhvA/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427324000000002,-49.273975899999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=169R4kOKNxD8KvbBk_nH0LO3AMzIk5JkZ,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/169R4kOKNxD8KvbBk_nH0LO3AMzIk5JkZ/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427324900000002,-49.2739784
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16Bc1Y0bbICjmPt47w7UhxWiplLN4ppds,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16Bc1Y0bbICjmPt47w7UhxWiplLN4ppds/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4267337,-49.2737553
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16NuRDZw5-Lb0q34m6EuEBS9IJTNg_z1G,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16NuRDZw5-Lb0q34m6EuEBS9IJTNg_z1G/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4267241,-49.2737492
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16QoloreiHh0XfQzPj04SNp5sIhigf28t,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16QoloreiHh0XfQzPj04SNp5sIhigf28t/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4262252,-49.2739131
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16UU5QTX49SRq9RhLg83Q6JOCbhiLbBGk,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16UU5QTX49SRq9RhLg83Q6JOCbhiLbBGk/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.426479800000003,-49.2738198
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16WVYgEQns0kinyOcIKJgMrQbbN92_Ki4,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16WVYgEQns0kinyOcIKJgMrQbbN92_Ki4/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4262155,-49.27391
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16bj1Yd8XB2NYipiYYB-bcPDih1NgrS45,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16bj1Yd8XB2NYipiYYB-bcPDih1NgrS45/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4260014,-49.2738706
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16i-L5qLzpcCIt3FL0UqB6QC6Y6epx1SM,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16i-L5qLzpcCIt3FL0UqB6QC6Y6epx1SM/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425731300000002,-49.2738914
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16lJA9FQA-eiIEUdjTkuW4561yOOt2DsX,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16lJA9FQA-eiIEUdjTkuW4561yOOt2DsX/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4255047,-49.273924799999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16lKky7DhgMGKTe8Kr4Py_8BnugkFzoeB,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16lKky7DhgMGKTe8Kr4Py_8BnugkFzoeB/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425723400000003,-49.273886499999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16peW5-5M6m4vUeoiMVM5ZoGnjjHHAios,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16peW5-5M6m4vUeoiMVM5ZoGnjjHHAios/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.426010700000003,-49.2738618
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=171ISdgWdqoaYAWmbq9qgc9icL7NeuDtq,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/171ISdgWdqoaYAWmbq9qgc9icL7NeuDtq/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425240300000002,-49.2739365
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=17EG6Luigad_h0Ze94ih3V6hnVevUexD1,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/17EG6Luigad_h0Ze94ih3V6hnVevUexD1/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425330600000002,-49.2740492
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=17HF4E4QkjPA1Nmir54BU26bPpJVdZbGv,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/17HF4E4QkjPA1Nmir54BU26bPpJVdZbGv/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425397800000002,-49.2739903
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=17IaxVIs_SSdbRf4qtdQ3hA8fWBGAQR_e,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/17IaxVIs_SSdbRf4qtdQ3hA8fWBGAQR_e/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4252509,-49.2744739
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=17LyYP5ziHWdHoS5yLBsunz4nIcNeWDIO,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/17LyYP5ziHWdHoS5yLBsunz4nIcNeWDIO/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425257300000002,-49.2744721
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1-BsUvjOO4TCHT-mg4yWiNDjYc2jg68Nv,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1-BsUvjOO4TCHT-mg4yWiNDjYc2jg68Nv/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425423000000002,-49.2738253
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=10V29F6U1L-biJFedKUrUYY-gjQMMdWbk,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/10V29F6U1L-biJFedKUrUYY-gjQMMdWbk/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4267106,-49.2718315
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=13AxOGICo0s9-C-5-kzK_BexE4peMY6x6,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/13AxOGICo0s9-C-5-kzK_BexE4peMY6x6/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427783400000003,-49.272062399999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1uM991A2ue8-KkoiUCKGpdPtZXrxBcS3F,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1uM991A2ue8-KkoiUCKGpdPtZXrxBcS3F/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4281705,-49.271171
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1bTt0Br-A9K6jI3aByyVVgq4YH5ZtDR-y,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1bTt0Br-A9K6jI3aByyVVgq4YH5ZtDR-y/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4279392,-49.2710222
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1WkAz72aJ2vrzXB7ED2kYJkFmbMeK-dAx,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1WkAz72aJ2vrzXB7ED2kYJkFmbMeK-dAx/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4293899,-49.2713605
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1U9qPI4h1QlWzot_GPCLuzE32RwSxZBNJ,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1U9qPI4h1QlWzot_GPCLuzE32RwSxZBNJ/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.428337300000003,-49.2718102
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1RzlK3-_cIo7iLLGRGAjDjx3H2ZlYvl8K,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1RzlK3-_cIo7iLLGRGAjDjx3H2ZlYvl8K/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4293368,-49.2716557
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1RT1QDpMaS9WpfZKP66Js0abW11r0wybZ,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1RT1QDpMaS9WpfZKP66Js0abW11r0wybZ/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4283299,-49.2717391
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1Np3xWWhbaFli2DeM5-gfgXCK6ZpYWT8S,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1Np3xWWhbaFli2DeM5-gfgXCK6ZpYWT8S/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4297654,-49.2701998
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1Ka5sR5Qf1v8e3qqQjswklFDfV5e1m0fR,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1Ka5sR5Qf1v8e3qqQjswklFDfV5e1m0fR/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.429744900000003,-49.270370899999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1IP7vvwe5JjioQ3twBeKJgM-uqxQDzJ8W,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1IP7vvwe5JjioQ3twBeKJgM-uqxQDzJ8W/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4283371,-49.2718864
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=15zDzKW6XdES69uXqV6EIlJVoVnSXuPjT,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/15zDzKW6XdES69uXqV6EIlJVoVnSXuPjT/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.428473,-49.2706876
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1sKmMVX3ZNlF9iu775Uz5Ia3T6KWmhtHN,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1sKmMVX3ZNlF9iu775Uz5Ia3T6KWmhtHN/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4276228,-49.2742778
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1rG-cTDjNNauqEgVi8N94t8Y-VcTOEWNU,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1rG-cTDjNNauqEgVi8N94t8Y-VcTOEWNU/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427688500000002,-49.2722578
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1mT52LVHP1FVtQ1LJcV243RZp3Kbw52VY,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1mT52LVHP1FVtQ1LJcV243RZp3Kbw52VY/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4277343,-49.2722032
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1kkhBEqEqxDcVFWdj9dWsw4on1iYzWSMB,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1kkhBEqEqxDcVFWdj9dWsw4on1iYzWSMB/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4279233,-49.270993499999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1fMRShylNHRJpbRUascTfUbDF8GHF3sQC,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1fMRShylNHRJpbRUascTfUbDF8GHF3sQC/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427750800000002,-49.2721473
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1ccMX5vbWHp4XLddtqtmHGcIiUifSjjYo,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1ccMX5vbWHp4XLddtqtmHGcIiUifSjjYo/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4275284,-49.2728349
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1_i9dh6D5EMwa8COIJCPMrdSzXS7VNVm3,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1_i9dh6D5EMwa8COIJCPMrdSzXS7VNVm3/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4275661,-49.2726496
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1ZMogSndcDdcM8l_X33cgu76svKTTUmQl,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1ZMogSndcDdcM8l_X33cgu76svKTTUmQl/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427787300000002,-49.2719367
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1Z88gJpi9K-uz1fO_E9-AjhrrSpqWZ_fo,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1Z88gJpi9K-uz1fO_E9-AjhrrSpqWZ_fo/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427730500000003,-49.271735899999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1FXpmfRJcniGhm0Ddg9TFt79Pud1XvAsJ,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1FXpmfRJcniGhm0Ddg9TFt79Pud1XvAsJ/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4275665,-49.2726852
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1rj1tc4HPtFiCq9a9FWsA_u3QHdfk7Uko,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1rj1tc4HPtFiCq9a9FWsA_u3QHdfk7Uko/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427517400000003,-49.273123399999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1oLDDIO73HkZOiB7d2QOkXXI0-UJ-sgVA,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1oLDDIO73HkZOiB7d2QOkXXI0-UJ-sgVA/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4272817,-49.2742202
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1n982zYEyQBteSBmhP9Aq2TZfMnIjAYnB,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1n982zYEyQBteSBmhP9Aq2TZfMnIjAYnB/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4275094,-49.2737185
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1mLlrzIl2I3j8goh3oaLcS6fG0mxBYv-r,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1mLlrzIl2I3j8goh3oaLcS6fG0mxBYv-r/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.426813300000003,-49.2718132
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1cen2L6Lf3-k4o8esw8k03AXlvPSzv7FJ,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1cen2L6Lf3-k4o8esw8k03AXlvPSzv7FJ/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4268107,-49.2717905
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1NSqtfDDly4lD4S9Tnlv_Q8TUJWLtCe82,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1NSqtfDDly4lD4S9Tnlv_Q8TUJWLtCe82/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4274871,-49.2728568
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1NNJPSaFqTZpB8BQoh8wVYeoL8Y4uDaX1,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1NNJPSaFqTZpB8BQoh8wVYeoL8Y4uDaX1/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4275126,-49.2736145
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1AMOsTQLkz8rqvwbl2gciNzrHLEsT6Tao,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1AMOsTQLkz8rqvwbl2gciNzrHLEsT6Tao/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4275094,-49.2737128
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=18AYPdmb6388UTQJptkF1lX87C50SnoYQ,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/18AYPdmb6388UTQJptkF1lX87C50SnoYQ/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.427507300000002,-49.2723516
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=16aBFPGBLzUkF_kWWA8n3AjIeW4ENbERp,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/16aBFPGBLzUkF_kWWA8n3AjIeW4ENbERp/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4272817,-49.2742202
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1kydGFAO10pZJIGnDvQglg5r2OqddMoJS,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1kydGFAO10pZJIGnDvQglg5r2OqddMoJS/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425742800000002,-49.272677699999996
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1hdiyLMEN4StSA_ZJJ5U_JWGoUTRyZTPw,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1hdiyLMEN4StSA_ZJJ5U_JWGoUTRyZTPw/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4256308,-49.2721497
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1Zi11oqoGpn8uQ6Y3x7HiO0h9bW4fLo3r,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1Zi11oqoGpn8uQ6Y3x7HiO0h9bW4fLo3r/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.426451800000002,-49.273629
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1SEnDT63jzobL2l-M-2mHS5SsERZbCqR1,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1SEnDT63jzobL2l-M-2mHS5SsERZbCqR1/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4265137,-49.2735511
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1EST7ChNWIup06uvTYcvbcEEWOIJDOzrd,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1EST7ChNWIup06uvTYcvbcEEWOIJDOzrd/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4255837,-49.2732449
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1DuDyAL3Rbg7KSADFFriTQfFZp7yzPpyF,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1DuDyAL3Rbg7KSADFFriTQfFZp7yzPpyF/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.425705400000002,-49.2721765
000-INDEFINIDO,fa-exclamation,#808080,white,,>>INDEFINIDO<<,https://drive.google.com/uc?export=view&id=1BohHgM7BgdbHhMfqTaC3anTxuq86AqaH,(*) INDEFINIDO,"<a href=""https://drive.google.com/file/d/1BohHgM7BgdbHhMfqTaC3anTxuq86AqaH/view?usp=drivesdk"" target=""_blank"">Editar Imagem</a>",-25.4264452,-49.2736201
